Input Set;Dimensionality;Family;Fitting Strategy;Container Splitting Strategy;Object Ordering;Container Size;Average Fulfillent;Quality;Execution Time [ms];Containers Used;Total Object Amount
10k.3Dset;ThreeDimensional;GuillotineCut;BestLongSideFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,705530671296296;1,41737282400872;736;56;10000
10k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;MinVolumeSplitRule;ByVolume;60x60x60;0,487774291266575;2,05012854901261;1346;81;10000
10k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;MaxVolumeSplitRule;ByVolume;60x60x60;0,438996862139918;2,27792061001402;1206;90;10000
10k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;LongerAxisSplitRule;ByVolume;60x60x60;0,454134684972329;2,20198992301355;1231;87;10000
10k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;LongerLeftoverAxisSplitRule;ByVolume;60x60x60;0,323850144201579;3,087847938019;1340;122;10000
10k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;ShorterAxisSplitRule;ByVolume;60x60x60;0,243887145633288;4,10025709802523;1647;162;10000
10k.3Dset;ThreeDimensional;GuillotineCut;WorstLongSideFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,340601013729247;2,93598656401806;1565;116;10000
15k.3Dset;ThreeDimensional;Shelf;NextFit;None;ByVolume;60x60x60;0,448609462682379;2,22911035808447;76;132;15000
15k.3Dset;ThreeDimensional;Shelf;FirstFit;None;ByVolume;60x60x60;0,65073020960521;1,53673517110369;1234;91;15000
15k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;MinVolumeSplitRule;ByVolume;60x60x60;0,740205613425926;1,35097597459665;1416;80;15000
15k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;MaxVolumeSplitRule;ByVolume;60x60x60;0,680648839931886;1,46918637237385;1429;87;15000
15k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;LongerAxisSplitRule;ByVolume;60x60x60;0,696664106753813;1,43541197300894;1614;85;15000
15k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;LongerLeftoverAxisSplitRule;ByVolume;60x60x60;0,731067272519433;1,36786317427911;1420;81;15000
15k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;ShorterAxisSplitRule;ByVolume;60x60x60;0,672914194023569;1,48607357205631;1415;88;15000
15k.3Dset;ThreeDimensional;GuillotineCut;BestVolumeFit;ShorterLeftoverAxisSplitRule;ByVolume;60x60x60;0,749575304735115;1,33408877491419;1514;79;15000
15k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;MinVolumeSplitRule;ByVolume;60x60x60;0,510486629948914;1,95891516316514;2654;116;15000
15k.3Dset;ThreeDimensional;GuillotineCut;WorstVolumeFit;MaxVolumeSplitRule;ByVolume;60x60x60;0,514925644122383;1,94202796348268;2417;115;15000
